Date,Adj_Close
1/3/2017,2.9
1/4/2017,3.1
1/5/2017,3
1/6/2017,2.95
1/9/2017,2.95
1/10/2017,2.85
1/11/2017,2.8
1/12/2017,2.85
1/13/2017,2.95
1/17/2017,2.8
1/18/2017,2.85
1/19/2017,2.75
1/20/2017,2.7
1/23/2017,2.5
1/24/2017,2.7
1/25/2017,2.7
1/26/2017,2.65
1/27/2017,2.6
1/30/2017,2.55
1/31/2017,2.6
2/1/2017,2.65
2/2/2017,2.6
2/3/2017,2.6
2/6/2017,2.7
2/7/2017,2.75
2/8/2017,2.75
2/9/2017,2.75
2/10/2017,2.75
2/13/2017,2.8
2/14/2017,2.9
2/15/2017,3
2/16/2017,2.95
2/17/2017,3.05
2/21/2017,3.05
2/22/2017,2.9
2/23/2017,2.95
2/24/2017,2.9
2/27/2017,2.95
2/28/2017,3
3/1/2017,2.98
3/2/2017,3
3/3/2017,2.9
3/6/2017,2.85
3/7/2017,2.8
3/8/2017,2.85
3/9/2017,2.9
3/10/2017,2.85
3/13/2017,2.85
3/14/2017,2.85
3/15/2017,2.9
3/16/2017,2.88
3/17/2017,2.9
3/20/2017,2.9
3/21/2017,2.75
3/22/2017,2.7
3/23/2017,2.8
3/24/2017,2.85
3/27/2017,2.85
3/28/2017,2.75
3/29/2017,2.75
3/30/2017,2.8
3/31/2017,2.8
4/3/2017,2.7
4/4/2017,2.68
4/5/2017,2.65
4/6/2017,2.7
4/7/2017,2.7
4/10/2017,2.65
4/11/2017,2.6
4/12/2017,2.6
4/13/2017,2.6
4/17/2017,2.55
4/18/2017,2.55
4/19/2017,2.6
4/20/2017,2.6
4/21/2017,2.6
4/24/2017,2.65
4/25/2017,2.65
4/26/2017,2.6
4/27/2017,2.65
4/28/2017,2.6
5/1/2017,2.65
5/2/2017,2.6
5/3/2017,2.63
5/4/2017,2.63
5/5/2017,2.6
5/8/2017,2.6
5/9/2017,2.55
5/10/2017,2.6
5/11/2017,2.55
5/12/2017,2.65
5/15/2017,2.65
5/16/2017,2.7
5/17/2017,2.65
5/18/2017,2.6
5/19/2017,2.65
5/22/2017,2.65
5/23/2017,2.75
5/24/2017,2.7
5/25/2017,2.8
5/26/2017,2.95
5/30/2017,2.95
5/31/2017,2.95
6/1/2017,3
6/2/2017,3.03
6/5/2017,2.88
6/6/2017,2.83
6/7/2017,2.75
6/8/2017,2.75
6/9/2017,2.7
6/12/2017,2.75
6/13/2017,2.65
6/14/2017,2.65
6/15/2017,2.6
6/16/2017,2.55
6/19/2017,2.65
6/20/2017,2.7
6/21/2017,2.75
6/22/2017,2.85
6/23/2017,3
6/26/2017,3.2
6/27/2017,3.3
6/28/2017,3.35
6/29/2017,3.45
6/30/2017,3.3
7/3/2017,3.4
7/5/2017,3.35
7/6/2017,3.375
7/7/2017,3.5
7/10/2017,3.4
7/11/2017,3.4
7/12/2017,3.35
7/13/2017,3.25
7/14/2017,3.35
7/17/2017,3.3
7/18/2017,3.1
7/19/2017,3.15
7/20/2017,3.35
7/21/2017,3.4
7/24/2017,3.35
7/25/2017,3.35
7/26/2017,3.4
7/27/2017,3.4
7/28/2017,3.3
7/31/2017,3.25
8/1/2017,3.13
8/2/2017,3.05
8/3/2017,3.05
8/4/2017,3.1
8/7/2017,3.05
8/8/2017,3
8/9/2017,3.4
8/10/2017,3.35
8/11/2017,3.5
8/14/2017,3.65
8/15/2017,3.65
8/16/2017,3.5
8/17/2017,3.35
8/18/2017,3.4
8/21/2017,3.4
8/22/2017,3.45
8/23/2017,3.45
8/24/2017,3.45
8/25/2017,3.5
8/28/2017,3.65
8/29/2017,4.1
8/30/2017,4.15
8/31/2017,4.3
9/1/2017,4.35
9/5/2017,4.3
9/6/2017,4.3
9/7/2017,4.45
9/8/2017,4.45
9/11/2017,4.4
9/12/2017,4.3
9/13/2017,4.5
9/14/2017,4.4
9/15/2017,4.55
9/18/2017,4.85
9/19/2017,4.85
9/20/2017,4.95
9/21/2017,4.95
9/22/2017,4.95
9/25/2017,4.85
9/26/2017,4.9
9/27/2017,5.5
9/28/2017,5.6
9/29/2017,6
10/2/2017,5.85
10/3/2017,5.95
10/4/2017,5.98
10/5/2017,5.3
10/6/2017,4.9
10/9/2017,4.6
10/10/2017,4.65
10/11/2017,4.95
10/12/2017,4.95
10/13/2017,4.85
10/16/2017,4.7
10/17/2017,4.6
10/18/2017,4.65
10/19/2017,4.5
10/20/2017,4.2
10/23/2017,4.4
10/24/2017,4.3
10/25/2017,4.25
10/26/2017,4.5
10/27/2017,4.35
10/30/2017,4.4
10/31/2017,4.55
11/1/2017,4.4
11/2/2017,4.4
11/3/2017,4.4
11/6/2017,4.3
11/7/2017,4.22
11/8/2017,4
11/9/2017,4.2
11/10/2017,4.05
11/13/2017,3.9
11/14/2017,3.8
11/15/2017,3.65
11/16/2017,3.75
11/17/2017,3.8
11/20/2017,3.85
11/21/2017,4.3
11/22/2017,4.35
11/24/2017,4.25
11/27/2017,4.2
11/28/2017,4.1
11/29/2017,4.05
11/30/2017,4.45
12/1/2017,4.5
12/4/2017,4.85
12/5/2017,5.05
12/6/2017,5.1
12/7/2017,4.9
12/8/2017,4.725
12/11/2017,4.85
12/12/2017,4.75
12/13/2017,4.85
12/14/2017,4.6
12/15/2017,4.7
12/18/2017,4.85
12/19/2017,5
12/20/2017,5.1
12/21/2017,4.9
12/22/2017,5.15
12/26/2017,5.2
12/27/2017,5.1
12/28/2017,5.2
12/29/2017,5.45
1/2/2018,5.9
1/3/2018,5.95
1/4/2018,5.7
1/5/2018,5.85
1/8/2018,6.05
1/9/2018,6.05
1/10/2018,6.45
1/11/2018,6.45
1/12/2018,6.625
1/16/2018,6.25
1/17/2018,6.55
1/18/2018,6.45
1/19/2018,6.7
1/22/2018,6.85
1/23/2018,6.85
1/24/2018,6.85
1/25/2018,7.05
1/26/2018,7.3
1/29/2018,7.35
1/30/2018,7.35
1/31/2018,7.7
2/1/2018,8.15
2/2/2018,7.6
2/5/2018,7.1
2/6/2018,7.2
2/7/2018,7.2
2/8/2018,7.15
2/9/2018,6.6
2/12/2018,6.9
2/13/2018,7.35
2/14/2018,7.3
2/15/2018,7.5
2/16/2018,7.25
2/20/2018,7
2/21/2018,6.95
2/22/2018,6.95
2/23/2018,7.3
2/26/2018,8.1
2/27/2018,8.25
2/28/2018,8
3/1/2018,8.05
3/2/2018,8.35
3/5/2018,11.85
3/6/2018,11.7
3/7/2018,12.3
3/8/2018,11.8
3/9/2018,11.55
3/12/2018,11.2
3/13/2018,11.35
3/14/2018,11.65
3/15/2018,11.25
3/16/2018,11.6
3/19/2018,11.25
3/20/2018,11.35
3/21/2018,11.1
3/22/2018,10.6
3/23/2018,10.1
3/26/2018,10.2
3/27/2018,9.7
3/28/2018,9.5
3/29/2018,9.95
4/2/2018,9.6
4/3/2018,9.65
4/4/2018,11.15
4/5/2018,11.05
4/6/2018,11.2
4/9/2018,10.8
4/10/2018,12
4/11/2018,12.25
4/12/2018,11.925
4/13/2018,11.55
4/16/2018,11.85
4/17/2018,12
4/18/2018,12.5
4/19/2018,12
4/20/2018,11.8
4/23/2018,12.05
4/24/2018,12.05
4/25/2018,11.95
4/26/2018,12.85
4/27/2018,12.85
4/30/2018,13.35
5/1/2018,13.25
5/2/2018,13.05
5/3/2018,13.05
5/4/2018,12.7
5/7/2018,12.6
5/8/2018,13.25
5/9/2018,13.35
5/10/2018,13.05
5/11/2018,13.3
5/14/2018,13.4
5/15/2018,13.85
5/16/2018,14
5/17/2018,14.45
5/18/2018,14.35
5/21/2018,14.6
5/22/2018,13.9
5/23/2018,14.25
5/24/2018,13.95
5/25/2018,13.7
5/29/2018,14
5/30/2018,13.95
5/31/2018,13.45
6/1/2018,14.4
6/4/2018,13
6/5/2018,12.9
6/6/2018,13.25
6/7/2018,12.65
6/8/2018,13.15
6/11/2018,13.55
6/12/2018,13.25
6/13/2018,12.95
6/14/2018,12.25
6/15/2018,11.85
6/18/2018,12.35
6/19/2018,12.1
6/20/2018,11.7
6/21/2018,10.95
6/22/2018,11
6/25/2018,10.35
6/26/2018,10.35
6/27/2018,9.85
6/28/2018,9.85
6/29/2018,9.7
7/2/2018,10
7/3/2018,9.9
7/5/2018,9.85
7/6/2018,10.1
7/9/2018,10.6
7/10/2018,9.9
7/11/2018,9.8
7/12/2018,10.15
7/13/2018,9.1
7/16/2018,9.25
7/17/2018,10.3
7/18/2018,10
7/19/2018,10.4
7/20/2018,10.6
7/23/2018,10.4
7/24/2018,10.7
7/25/2018,10.6
7/26/2018,10.15
